id,name,genus,height_dm,weight_hg,types,base_experience,hp,attack,defense,special-attack,special-defense,speed,abilities,hidden_ability,is_baby,is_legendary,is_mythical,egg_groups,growth_rate,habitat,color,shape,evolution_chain,in_red_blue,in_yellow,in_gold_silver,in_crystal,in_ruby_sapphire,in_emerald,in_firered_leafgreen,in_diamond_pearl,in_platinum,in_heartgold_soulsilver,in_black_white,in_black-2_white-2,in_x_y,in_omega-ruby_alpha-sapphire,in_sun_moon,in_ultra-sun_ultra-moon,in_lets-go-pikachu_eevee,in_sword_shield,in_brilliant-diamond_shining-pearl,in_legends-arceus,in_scarlet_violet,flavor_text,sprite_front_default,sprite_back_default,sprite_front_shiny,sprite_back_shiny,official_artwork_url,all_moves
283,surskit,Pond Skater Pokémon,5,17,bug|water,54,40,30,32,50,52,65,swift-swim,rain-dish,False,False,False,water1|bug,medium,waters-edge,blue,armor,surskit -> masquerain,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This POKéMON feeds on microscopic organisms in ponds and lakes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,acrobatics|agility|aqua-jet|attract|baton-pass|blizzard|bubble|bubble-beam|bug-bite|bug-buzz|captivate|chilling-water|confide|double-edge|double-team|endure|facade|fell-stinger|flash|foresight|frustration|giga-drain|haze|helping-hand|hidden-power|hydro-pump|ice-beam|icy-wind|infestation|leech-life|liquidation|lunge|mimic|mind-reader|mist|mud-shot|mud-slap|natural-gift|pounce|power-split|protect|psybeam|psych-up|quick-attack|rain-dance|rest|return|round|scald|secret-power|shadow-ball|signal-beam|skitter-smack|sleep-talk|snore|soak|solar-beam|sticky-web|string-shot|struggle-bug|substitute|sunny-day|surf|swagger|sweet-scent|swift|take-down|tera-blast|thief|toxic|water-gun|water-pulse|water-sport|waterfall
284,masquerain,Eyeball Pokémon,8,36,bug|flying,159,70,60,62,100,82,80,intimidate,unnerve,False,False,False,water1|bug,medium,waters-edge,blue,bug-wings,surskit -> masquerain,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,acrobatics|aerial-ace|agility|air-cutter|air-slash|aqua-jet|attract|baton-pass|blizzard|bubble|bubble-beam|bug-bite|bug-buzz|captivate|chilling-water|confide|defog|double-edge|double-team|dual-wingbeat|endure|energy-ball|facade|flash|foul-play|frustration|giga-drain|giga-impact|gust|haze|helping-hand|hidden-power|hurricane|hydro-pump|hyper-beam|ice-beam|icy-wind|infestation|leech-life|liquidation|lunge|mimic|mist|mud-shot|mud-slap|natural-gift|nightmare|ominous-wind|pounce|protect|psybeam|psych-up|quick-attack|quiver-dance|rain-dance|rest|return|roost|round|scald|scary-face|secret-power|shadow-ball|signal-beam|silver-wind|skitter-smack|sleep-talk|snore|soak|solar-beam|sticky-web|string-shot|struggle-bug|stun-spore|substitute|sunny-day|supersonic|surf|swagger|sweet-scent|swift|tailwind|take-down|tera-blast|thief|toxic|twister|u-turn|water-gun|water-pulse|water-sport|waterfall|weather-ball|whirlwind
285,shroomish,Mushroom Pokémon,4,45,grass,59,60,40,60,40,60,35,effect-spore|poison-heal,quick-feet,False,False,False,fairy|plant,fast-then-very-slow,forest,brown,legs,shroomish -> breloom,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,absorb|attract|body-slam|bullet-seed|captivate|charm|confide|double-edge|double-team|drain-punch|endure|energy-ball|facade|fake-tears|false-swipe|flash|focus-punch|frustration|giga-drain|grass-knot|grassy-terrain|growth|gunk-shot|headbutt|helping-hand|hidden-power|leech-seed|magical-leaf|mega-drain|mimic|natural-gift|poison-powder|pounce|protect|rain-dance|rest|return|round|safeguard|secret-power|seed-bomb|sleep-talk|sludge-bomb|snatch|snore|solar-beam|spore|stun-spore|substitute|sunny-day|swagger|swift|swords-dance|synthesis|tackle|take-down|tera-blast|toxic|venoshock|wake-up-slap|worry-seed|zen-headbutt
286,breloom,Mushroom Pokémon,12,392,grass|fighting,161,60,130,80,60,60,70,effect-spore|poison-heal,technician,False,False,False,fairy|plant,fast-then-very-slow,forest,green,upright,shroomish -> breloom,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This POKéMON’s fighting technique puts boxers to shame.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,absorb|aerial-ace|attract|body-slam|brick-break|bulk-up|bulldoze|bullet-seed|captivate|charm|close-combat|confide|counter|cut|dig|double-edge|double-team|drain-punch|dynamic-punch|endure|energy-ball|facade|fake-tears|false-swipe|feint|flash|fling|focus-blast|focus-punch|force-palm|frustration|fury-cutter|giga-drain|giga-impact|grass-knot|grassy-terrain|growth|gunk-shot|headbutt|helping-hand|hidden-power|hyper-beam|iron-tail|laser-focus|leaf-storm|leech-seed|low-kick|low-sweep|mach-punch|magical-leaf|mega-drain|mega-kick|mega-punch|mimic|mind-reader|mud-shot|mud-slap|natural-gift|poison-jab|poison-powder|pounce|power-up-punch|protect|rain-dance|rest|retaliate|return|reversal|rock-slide|rock-smash|rock-tomb|round|safeguard|secret-power|seed-bomb|seismic-toss|sky-uppercut|sleep-talk|sludge-bomb|snatch|snore|solar-beam|spore|stone-edge|strength|stun-spore|substitute|sunny-day|superpower|swagger|swift|swords-dance|synthesis|tackle|take-down|tera-blast|thunder-punch|toxic|vacuum-wave|venoshock|work-up|worry-seed|zen-headbutt
287,slakoth,Slacker Pokémon,8,240,normal,56,60,60,60,35,35,30,truant,,False,False,False,ground,slow,forest,brown,quadruped,slakoth -> vigoroth -> slaking,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,aerial-ace|after-you|amnesia|attract|blizzard|body-slam|brick-break|bulk-up|captivate|chilling-water|chip-away|confide|counter|covet|crush-claw|curse|cut|double-edge|double-team|dynamic-punch|encore|endure|facade|false-swipe|feint-attack|fire-blast|fire-punch|flail|flamethrower|fling|focus-punch|frustration|fury-cutter|gunk-shot|hammer-arm|headbutt|helping-hand|hidden-power|hone-claws|ice-beam|ice-punch|icy-wind|incinerate|mega-kick|mega-punch|metal-claw|metronome|mimic|mud-shot|mud-slap|natural-gift|night-slash|play-rough|poison-jab|power-up-punch|protect|pursuit|rain-dance|rest|retaliate|return|rock-slide|rock-smash|rock-tomb|round|scratch|secret-power|seed-bomb|seismic-toss|shadow-ball|shadow-claw|shock-wave|slack-off|slash|sleep-talk|snore|solar-beam|strength|substitute|sucker-punch|sunny-day|swagger|take-down|tera-blast|thief|throat-chop|thunder|thunder-punch|thunderbolt|tickle|toxic|water-pulse|work-up|x-scissor|yawn|zen-headbutt
288,vigoroth,Wild Monkey Pokémon,14,465,normal,154,80,80,80,55,55,90,vital-spirit,,False,False,False,ground,slow,forest,white,upright,slakoth -> vigoroth -> slaking,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This POKéMON’s stress level rises if it can’t be moving constantly.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/288.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/288.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/288.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,aerial-ace|after-you|amnesia|attract|blizzard|body-slam|brick-break|bulk-up|bulldoze|captivate|chilling-water|chip-away|confide|counter|covet|curse|cut|dig|double-edge|double-team|drain-punch|dynamic-punch|earthquake|encore|endeavor|endure|facade|false-swipe|fire-blast|fire-punch|flail|flamethrower|fling|focus-blast|focus-energy|focus-punch|frustration|fury-cutter|fury-swipes|gunk-shot|headbutt|helping-hand|hidden-power|hone-claws|hyper-voice|ice-beam|ice-punch|icy-wind|incinerate|knock-off|lash-out|low-kick|low-sweep|mega-kick|mega-punch|metal-claw|metronome|mimic|mud-shot|mud-slap|natural-gift|outrage|play-rough|poison-jab|power-up-punch|protect|rain-dance|rest|retaliate|return|reversal|roar|rock-climb|rock-slide|rock-smash|rock-tomb|round|scary-face|scratch|secret-power|seed-bomb|seismic-toss|shadow-ball|shadow-claw|shock-wave|slack-off|slash|sleep-talk|snore|solar-beam|stomping-tantrum|strength|substitute|sucker-punch|sunny-day|swagger|take-down|taunt|tera-blast|thief|throat-chop|thunder|thunder-punch|thunder-wave|thunderbolt|toxic|trailblaze|uproar|water-pulse|work-up|x-scissor|yawn|zen-headbutt
289,slaking,Lazy Pokémon,20,1305,normal,252,150,160,100,95,65,100,truant,,False,False,False,ground,slow,forest,brown,humanoid,slakoth -> vigoroth -> slaking,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/289.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/289.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/289.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,aerial-ace|after-you|amnesia|attract|blizzard|block|body-press|body-slam|brick-break|bulk-up|bulldoze|captivate|chilling-water|chip-away|confide|counter|covet|curse|cut|dig|double-edge|double-team|drain-punch|dynamic-punch|earthquake|encore|endeavor|endure|facade|false-swipe|feint-attack|fire-blast|fire-punch|flail|flamethrower|fling|focus-blast|focus-energy|focus-punch|frustration|fury-cutter|fury-swipes|giga-impact|gunk-shot|hammer-arm|hard-press|headbutt|heavy-slam|helping-hand|hidden-power|high-horsepower|hone-claws|hyper-beam|hyper-voice|ice-beam|ice-punch|icy-wind|incinerate|knock-off|lash-out|low-kick|low-sweep|mega-kick|mega-punch|metal-claw|metronome|mimic|mud-shot|mud-slap|natural-gift|outrage|play-rough|poison-jab|pounce|power-up-punch|protect|punishment|quash|rain-dance|rest|retaliate|return|reversal|roar|rock-climb|rock-slide|rock-smash|rock-tomb|round|scary-face|scratch|secret-power|seed-bomb|seismic-toss|shadow-ball|shadow-claw|shock-wave|slack-off|slash|sleep-talk|smack-down|snore|solar-beam|stomping-tantrum|strength|substitute|sucker-punch|sunny-day|swagger|take-down|taunt|tera-blast|thief|throat-chop|thunder|thunder-punch|thunder-wave|thunderbolt|toxic|trailblaze|uproar|water-pulse|wild-charge|work-up|x-scissor|yawn|zen-headbutt
290,nincada,Trainee Pokémon,5,55,bug|ground,53,31,45,90,30,30,40,compound-eyes,run-away,False,False,False,bug,slow-then-very-fast,forest,gray,armor,nincada -> ninjask,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/290.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/290.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/290.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,absorb|aerial-ace|bide|bug-bite|bug-buzz|confide|cut|dig|double-edge|double-team|endure|facade|false-swipe|feint-attack|final-gambit|flail|flash|frustration|fury-cutter|fury-swipes|giga-drain|gust|harden|hidden-power|hone-claws|leech-life|metal-claw|mimic|mind-reader|mud-slap|natural-gift|night-slash|protect|rest|return|round|sand-attack|sandstorm|scratch|secret-power|shadow-ball|silver-wind|skitter-smack|sleep-talk|snore|solar-beam|spite|string-shot|struggle-bug|substitute|sunny-day|swagger|toxic|x-scissor
291,ninjask,Ninja Pokémon,8,120,bug|flying,160,61,90,45,50,50,160,speed-boost,infiltrator,False,False,False,bug,slow-then-very-fast,forest,yellow,bug-wings,nincada -> ninjask,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/291.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/291.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/291.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,absorb|acrobatics|aerial-ace|agility|air-cutter|air-slash|attract|baton-pass|bug-bite|bug-buzz|captivate|confide|cut|defog|dig|double-edge|double-team|dual-wingbeat|endure|facade|false-swipe|flash|frustration|fury-cutter|fury-swipes|giga-drain|giga-impact|harden|hidden-power|hone-claws|hyper-beam|laser-focus|leech-life|metal-claw|mimic|mind-reader|mud-slap|natural-gift|ominous-wind|protect|rest|return|roost|round|sand-attack|sandstorm|scratch|screech|secret-power|shadow-ball|silver-wind|skitter-smack|slash|sleep-talk|snore|solar-beam|spite|string-shot|struggle-bug|substitute|sunny-day|swagger|swift|swords-dance|thief|toxic|u-turn|uproar|x-scissor
292,shedinja,Shed Pokémon,8,12,bug|ghost,83,1,90,45,30,30,40,wonder-guard,,False,False,False,mineral,slow-then-very-fast,forest,brown,blob,nincada -> ninjask,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,absorb|aerial-ace|agility|ally-switch|bug-bite|bug-buzz|confide|confuse-ray|cut|dig|double-edge|double-team|dream-eater|endure|facade|false-swipe|flash|frustration|fury-cutter|fury-swipes|giga-drain|giga-impact|grudge|harden|heal-block|hex|hidden-power|hone-claws|hyper-beam|leech-life|metal-claw|mimic|mind-reader|mud-slap|natural-gift|nightmare|phantom-force|poltergeist|protect|rest|return|round|sand-attack|sandstorm|scratch|secret-power|shadow-ball|shadow-claw|shadow-sneak|skitter-smack|sleep-talk|snore|solar-beam|spite|string-shot|struggle-bug|substitute|sucker-punch|sunny-day|swagger|telekinesis|thief|toxic|trick|will-o-wisp|x-scissor
293,whismur,Whisper Pokémon,6,163,normal,48,64,51,23,51,23,28,soundproof,rattled,False,False,False,monster|ground,medium-slow,cave,pink,upright,whismur -> loudred -> exploud,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,astonish|attract|blizzard|body-slam|captivate|circle-throw|confide|counter|defense-curl|disarming-voice|double-edge|double-team|dynamic-punch|echoed-voice|endeavor|endure|extrasensory|facade|fake-tears|fire-blast|fire-punch|flamethrower|fling|frustration|hammer-arm|headbutt|hidden-power|howl|hyper-voice|ice-beam|ice-punch|icy-wind|incinerate|mega-kick|mega-punch|mimic|mud-slap|natural-gift|pound|protect|psych-up|rain-dance|rest|retaliate|return|roar|rollout|round|screech|secret-power|seismic-toss|shadow-ball|shock-wave|sleep-talk|smelling-salts|smokescreen|snore|solar-beam|stomp|substitute|sunny-day|supersonic|swagger|synchronoise|take-down|thunder-punch|toxic|uproar|water-pulse|whirlwind|work-up|zen-headbutt
294,loudred,Big Voice Pokémon,10,405,normal,126,84,71,43,71,43,48,soundproof,scrappy,False,False,False,monster|ground,medium-slow,cave,blue,upright,whismur -> loudred -> exploud,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,LOUDRED’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKéMON’s round ears serve as loudspeakers.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png,astonish|attract|bite|blizzard|body-slam|brick-break|bulldoze|captivate|confide|counter|defense-curl|double-edge|double-team|dynamic-punch|earthquake|echoed-voice|endeavor|endure|facade|fake-tears|fire-blast|fire-punch|flamethrower|fling|frustration|headbutt|hidden-power|howl|hyper-voice|ice-beam|ice-punch|icy-wind|incinerate|low-kick|mega-kick|mega-punch|mimic|mud-slap|natural-gift|overheat|pound|power-up-punch|protect|psych-up|rain-dance|rest|retaliate|return|roar|rock-slide|rock-smash|rock-tomb|rollout|round|screech|secret-power|seismic-toss|shadow-ball|shock-wave|sleep-talk|smack-down|snore|solar-beam|stomp|stomping-tantrum|strength|substitute|sunny-day|supersonic|swagger|synchronoise|taunt|thunder-punch|torment|toxic|uproar|water-pulse|work-up|zen-headbutt
295,exploud,Loud Noise Pokémon,15,840,normal,221,104,91,63,91,73,68,soundproof,scrappy,False,False,False,monster|ground,medium-slow,cave,blue,upright,whismur -> loudred -> exploud,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png,astonish|attract|avalanche|bite|blizzard|body-slam|boomburst|brick-break|bulldoze|captivate|confide|counter|crunch|defense-curl|double-edge|double-team|dynamic-punch|earthquake|echoed-voice|endeavor|endure|facade|fake-tears|fire-blast|fire-fang|fire-punch|flamethrower|fling|focus-blast|frustration|giga-impact|headbutt|hidden-power|howl|hydro-pump|hyper-beam|hyper-voice|ice-beam|ice-fang|ice-punch|icy-wind|incinerate|low-kick|mega-kick|mega-punch|mimic|mud-slap|natural-gift|outrage|overheat|pound|power-up-punch|protect|psych-up|rain-dance|rest|retaliate|return|roar|rock-climb|rock-slide|rock-smash|rock-tomb|rollout|round|screech|secret-power|seismic-toss|shadow-ball|shock-wave|sleep-talk|smack-down|snore|solar-beam|stomp|stomping-tantrum|strength|substitute|sunny-day|supersonic|surf|swagger|synchronoise|taunt|terrain-pulse|thunder-fang|thunder-punch|torment|toxic|uproar|water-pulse|whirlpool|work-up|zen-headbutt
296,makuhita,Guts Pokémon,10,864,fighting,47,72,60,30,20,30,25,thick-fat|guts,sheer-force,False,False,False,humanshape,fast-then-very-slow,mountain,yellow,humanoid,makuhita -> hariyama,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKéMON stores more energy in its body for evolving.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png,arm-thrust|attract|belly-drum|body-press|body-slam|brick-break|bulk-up|bulldoze|bullet-punch|captivate|chilling-water|chip-away|close-combat|coaching|confide|counter|cross-chop|detect|dig|double-edge|double-team|drain-punch|dynamic-punch|earthquake|endure|facade|fake-out|feint|feint-attack|fire-punch|fling|focus-blast|focus-energy|focus-punch|force-palm|foresight|frustration|headbutt|heavy-slam|helping-hand|hidden-power|ice-punch|knock-off|low-kick|low-sweep|mega-kick|mega-punch|metronome|mimic|mud-shot|mud-slap|natural-gift|poison-jab|power-up-punch|protect|rain-dance|rest|retaliate|return|revenge|reversal|rock-climb|rock-slide|rock-smash|rock-tomb|role-play|round|sand-attack|secret-power|seismic-toss|sleep-talk|smack-down|smelling-salts|snore|stomping-tantrum|stone-edge|strength|substitute|sunny-day|superpower|surf|swagger|swift|tackle|take-down|taunt|tera-blast|thief|thunder-punch|toxic|upper-hand|vacuum-wave|vital-throw|wake-up-slap|whirlpool|whirlwind|wide-guard|work-up|zen-headbutt
297,hariyama,Arm Thrust Pokémon,23,2538,fighting,166,144,120,60,40,60,50,thick-fat|guts,sheer-force,False,False,False,humanshape,fast-then-very-slow,mountain,brown,humanoid,makuhita -> hariyama,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It has the habit of challenging others without hesitation to tests of strength. It’s been known to stand on train tracks and stop trains using forearm thrusts.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png,arm-thrust|attract|belly-drum|body-press|body-slam|brick-break|brine|bulk-up|bulldoze|captivate|chilling-water|close-combat|coaching|confide|counter|curse|detect|dig|double-edge|double-team|drain-punch|dynamic-punch|earthquake|endure|facade|fake-out|fire-punch|fling|focus-blast|focus-energy|focus-punch|force-palm|frustration|giga-impact|headbutt|headlong-rush|heavy-slam|helping-hand|hidden-power|hyper-beam|ice-punch|iron-head|knock-off|lash-out|low-kick|low-sweep|mega-kick|mega-punch|metronome|mimic|mud-shot|mud-slap|natural-gift|payback|poison-jab|power-up-punch|protect|rain-dance|rest|retaliate|return|reversal|rock-climb|rock-slide|rock-smash|rock-tomb|role-play|round|sand-attack|scary-face|secret-power|seismic-toss|sleep-talk|smack-down|smelling-salts|snore|stomping-tantrum|stone-edge|strength|substitute|sunny-day|superpower|surf|swagger|swift|tackle|take-down|taunt|tera-blast|thief|throat-chop|thunder-punch|toxic|upper-hand|vacuum-wave|vital-throw|wake-up-slap|whirlpool|whirlwind|work-up|zen-headbutt
298,azurill,Polka Dot Pokémon,2,20,normal|fairy,38,50,20,40,20,40,20,thick-fat|huge-power,sap-sipper,True,False,False,no-eggs,fast,waters-edge,blue,legs,azurill -> marill -> azumarill,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,A Pokémon that lives by water. It moves quickly on land by bouncing on its big tail.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png,alluring-voice|aqua-jet|attract|belly-drum|blizzard|body-slam|bounce|brutal-swing|bubble|bubble-beam|camouflage|captivate|charm|confide|copycat|covet|defense-curl|double-edge|double-team|draining-kiss|encore|endure|facade|fake-tears|frustration|hail|headbutt|helping-hand|hidden-power|hyper-voice|ice-beam|icy-wind|iron-tail|knock-off|light-screen|mimic|mud-shot|mud-slap|muddy-water|natural-gift|perish-song|present|protect|rain-dance|refresh|rest|return|rollout|round|scald|secret-power|sing|slam|sleep-talk|snore|soak|splash|substitute|supersonic|surf|swagger|swift|tail-whip|take-down|tera-blast|tickle|toxic|uproar|water-gun|water-pulse|water-sport|waterfall|whirlpool|work-up
