id,name,height,weight,base_experience,order,genus,generation,is_legendary,is_mythical,is_baby,color,shape,habitat,growth_rate,capture_rate,base_happiness,gender_rate,hatch_counter,has_gender_differences,forms_switchable,type_1,type_2,stat_hp,stat_attack,stat_defense,stat_special_attack,stat_special_defense,stat_speed,stat_total,ability_1,ability_2,ability_hidden,egg_group_1,egg_group_2,evolves_from,evolution_chain_id,total_moves,sprite_front_default,sprite_front_shiny,sprite_official_artwork,in_red,in_blue,in_yellow,in_gold,in_silver,in_crystal,in_ruby,in_sapphire,in_emerald,in_firered,in_leafgreen,in_diamond,in_pearl,in_platinum,in_heartgold,in_soulsilver,in_black,in_white,in_black2,in_white2,in_x,in_y,in_omega_ruby,in_alpha_sapphire,in_sun,in_moon,in_ultra_sun,in_ultra_moon,in_lets_go_pikachu,in_lets_go_eevee,in_sword,in_shield,in_brilliant_diamond,in_shining_pearl,in_legends_arceus,in_scarlet,in_violet,pokedex_entry
577,solosis,3,10,58,699,Cell pokemon,v,FALSE,FALSE,FALSE,green,ball,,medium-slow,200,70,4,20,FALSE,FALSE,psychic,,45,30,40,105,50,20,290,overcoat,magic-guard,regenerator,indeterminate,,,294,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/577.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,duosion,6,80,130,700,Mitosis pokemon,v,FALSE,FALSE,FALSE,green,ball,,medium-slow,100,70,4,20,FALSE,FALSE,psychic,,65,40,50,125,60,30,370,overcoat,magic-guard,regenerator,indeterminate,,solosis,294,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/578.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
579,reuniclus,10,201,221,701,Multiplying pokemon,v,FALSE,FALSE,FALSE,green,arms,,medium-slow,50,70,4,20,FALSE,FALSE,psychic,,110,65,75,125,85,30,490,overcoat,magic-guard,regenerator,indeterminate,,duosion,294,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/579.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
580,ducklett,5,55,61,702,Water Bird pokemon,v,FALSE,FALSE,FALSE,blue,wings,,medium,190,70,4,20,FALSE,FALSE,water,flying,62,44,50,44,50,55,305,keen-eye,big-pecks,hydration,water1,flying,,295,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/580.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,These bird pokemon are excellent divers. They swim around in the water eating their favorite food--peat moss.
581,swanna,13,242,166,703,White Bird pokemon,v,FALSE,FALSE,FALSE,white,wings,,medium,45,70,4,20,FALSE,FALSE,water,flying,75,87,63,87,63,98,473,keen-eye,big-pecks,hydration,water1,flying,ducklett,295,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/581.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582,vanillite,4,57,61,704,Fresh Snow pokemon,v,FALSE,FALSE,FALSE,white,blob,,slow,255,70,4,20,FALSE,FALSE,ice,,36,50,50,65,60,44,305,ice-body,snow-cloak,weak-armor,mineral,,,296,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/582.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.
583,vanillish,11,410,138,705,Icy Snow pokemon,v,FALSE,FALSE,FALSE,white,blob,,slow,120,70,4,20,FALSE,FALSE,ice,,51,65,65,80,75,59,395,ice-body,snow-cloak,weak-armor,mineral,,vanillite,296,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/583.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Snowy mountains are this pokemon's habitat. During an ancient ice age, they moved to southern areas."
584,vanilluxe,13,575,241,706,Snowstorm pokemon,v,FALSE,FALSE,FALSE,white,heads,,slow,45,70,4,20,FALSE,FALSE,ice,,71,95,85,110,95,79,535,ice-body,snow-warning,weak-armor,mineral,,vanillish,296,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/584.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards."
585,deerling,6,195,67,707,Season pokemon,v,FALSE,FALSE,FALSE,pink,quadruped,,medium,190,70,4,20,FALSE,TRUE,normal,grass,60,60,50,40,50,75,335,chlorophyll,sap-sipper,serene-grace,ground,,,297,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/585.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass."
586,sawsbuck,19,925,166,708,Season pokemon,v,FALSE,FALSE,FALSE,brown,quadruped,,medium,75,70,4,20,FALSE,TRUE,normal,grass,80,100,70,60,70,95,475,chlorophyll,sap-sipper,serene-grace,ground,,deerling,297,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/586.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,They migrate according to the seasons. People can tell the season by looking at Sawsbuck's horns.
587,emolga,4,50,150,709,Sky Squirrel pokemon,v,FALSE,FALSE,FALSE,white,quadruped,,medium,200,70,4,20,FALSE,FALSE,electric,flying,55,75,60,75,60,103,428,static,motor-drive,motor-drive,ground,,,298,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/587.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The energy made in its cheeks' electric pouches is stored inside its membrane and released while it is gliding.
588,karrablast,5,59,63,710,Clamping pokemon,v,FALSE,FALSE,FALSE,blue,humanoid,,medium,200,70,4,15,FALSE,FALSE,bug,,50,75,45,40,45,60,315,swarm,shed-skin,no-guard,bug,,,299,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/588.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,These mysterious pokemon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
589,escavalier,10,330,173,711,Cavalry pokemon,v,FALSE,FALSE,FALSE,gray,arms,,medium,75,70,4,15,FALSE,FALSE,bug,steel,70,135,105,60,105,20,495,swarm,shell-armor,overcoat,bug,,karrablast,299,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/589.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely."
590,foongus,2,10,59,712,Mushroom pokemon,v,FALSE,FALSE,FALSE,white,arms,,medium,190,70,4,20,FALSE,FALSE,grass,poison,69,55,45,55,55,15,294,effect-spore,regenerator,regenerator,plant,,,300,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/590.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"It lures people in with its Poke Ball pattern, then releases poison spores. Why it resembles a Poke Ball is unknown."
591,amoonguss,6,105,162,713,Mushroom pokemon,v,FALSE,FALSE,FALSE,white,arms,,medium,75,70,4,20,FALSE,FALSE,grass,poison,114,85,70,85,80,30,464,effect-spore,regenerator,regenerator,plant,,foongus,300,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/591.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"It lures prey close by dancing and waving its arm caps, which resemble Poke Balls, in a swaying motion."
592,frillish,12,330,67,714,Floating pokemon,v,FALSE,FALSE,FALSE,white,tentacles,,medium,190,70,4,20,TRUE,FALSE,water,ghost,55,40,50,65,85,40,335,water-absorb,cursed-body,damp,indeterminate,,,301,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/592.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor."
593,jellicent,22,1350,168,715,Floating pokemon,v,FALSE,FALSE,FALSE,white,tentacles,,medium,60,70,4,20,TRUE,FALSE,water,ghost,100,60,70,85,105,60,480,water-absorb,cursed-body,damp,indeterminate,,frillish,301,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/593.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The fate of the ships and crew that wander into Jellicent's habitat: all sunken, all lost, all vanished."
594,alomomola,12,316,165,716,Caring pokemon,v,FALSE,FALSE,FALSE,pink,fish,,fast,75,70,4,40,FALSE,FALSE,water,,165,75,80,40,45,65,470,healer,hydration,regenerator,water1,water2,,302,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/594.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The special membrane enveloping Alomomola has the ability to heal wounds.
595,joltik,1,6,64,717,Attaching pokemon,v,FALSE,FALSE,FALSE,yellow,armor,,medium,190,70,4,20,FALSE,FALSE,bug,electric,50,47,50,57,50,65,319,compound-eyes,unnerve,swarm,bug,,,303,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/595.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.
596,galvantula,8,143,165,718,EleSpider pokemon,v,FALSE,FALSE,FALSE,yellow,armor,,medium,75,70,4,20,FALSE,FALSE,bug,electric,70,77,60,97,60,108,472,compound-eyes,unnerve,swarm,bug,,joltik,303,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/596.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
597,ferroseed,6,188,61,719,Thorn Seed pokemon,v,FALSE,FALSE,FALSE,gray,ball,,medium,255,70,4,20,FALSE,FALSE,grass,steel,44,50,91,24,86,10,305,iron-barbs,,,plant,mineral,,304,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/597.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
598,ferrothorn,10,1100,171,720,Thorn Pod pokemon,v,FALSE,FALSE,FALSE,gray,tentacles,,medium,90,70,4,20,FALSE,FALSE,grass,steel,74,94,131,54,116,20,489,iron-barbs,anticipation,anticipation,plant,mineral,ferroseed,304,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/598.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.
599,klink,3,210,60,721,Gear pokemon,v,FALSE,FALSE,FALSE,gray,heads,,medium-slow,130,70,-1,20,FALSE,FALSE,steel,,40,55,70,45,60,30,300,plus,minus,clear-body,mineral,,,305,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/599.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,klang,6,510,154,722,Gear pokemon,v,FALSE,FALSE,FALSE,gray,heads,,medium-slow,60,70,-1,20,FALSE,FALSE,steel,,60,80,95,70,85,50,440,plus,minus,clear-body,mineral,,klink,305,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/600.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
601,klinklang,6,810,234,723,Gear pokemon,v,FALSE,FALSE,FALSE,gray,heads,,medium-slow,30,70,-1,20,FALSE,FALSE,steel,,60,100,115,70,85,90,520,plus,minus,clear-body,mineral,,klang,305,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/601.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The gear with the red core is rotated at high speed for a rapid energy charge.
602,tynamo,2,3,55,724,EleFish pokemon,v,FALSE,FALSE,FALSE,white,fish,,slow,190,70,4,20,FALSE,FALSE,electric,,35,55,40,45,40,60,275,levitate,,,indeterminate,,,306,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/602.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"While one alone doesn't have much power, a chain of many Tynamo can be as powerful as lightning."
603,eelektrik,12,220,142,725,EleFish pokemon,v,FALSE,FALSE,FALSE,blue,fish,,slow,60,70,4,20,FALSE,FALSE,electric,,65,85,70,75,70,40,405,levitate,,,indeterminate,,tynamo,306,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/603.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
604,eelektross,21,805,232,726,EleFish pokemon,v,FALSE,FALSE,FALSE,blue,fish,,slow,30,70,4,20,FALSE,FALSE,electric,,85,115,80,105,80,50,515,levitate,,,indeterminate,,eelektrik,306,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/604.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
